count,promo,sale,onsale,onsaley,Facebook,Twitter,traffic,AWND,PRCP,SNOW,TMAX,TMIN,christmas,left,weekday,monthday,week,yearday,year,month
0,0,0,0,0,970497.0,21002.0,404.0,7.38,0.0,0.0,60,38,-301,201.0,6,28,8,59,2016,2
0,0,0,0,0,1382932.0,35715.0,420.0,8.5,0.05,0.0,61,47,-300,201.0,0,29,9,60,2016,2
0,0,0,0,0,884976.0,47297.0,391.0,7.61,0.0,0.0,52,39,-299,201.0,1,1,9,61,2016,3
0,0,0,0,0,878000.0,35119.0,381.0,10.51,0.14,0.0,55,29,-298,201.0,2,2,9,62,2016,3
0,0,0,0,0,523669.0,40944.0,390.0,5.82,0.0,0.0,36,26,-297,201.0,3,3,9,63,2016,3
0,0,0,0,0,241829.0,39036.0,360.0,8.72,0.11,0.4,39,30,-296,201.0,4,4,9,64,2016,3
0,0,0,0,0,180005.0,23791.0,317.0,4.25,0.0,0.0,41,28,-295,201.0,5,5,9,65,2016,3
0,0,0,0,0,138931.0,25077.0,405.0,3.36,0.0,0.0,44,32,-294,201.0,6,6,9,66,2016,3
0,0,0,0,0,203830.0,31954.0,369.0,7.83,0.0,0.0,60,36,-293,201.0,0,7,10,67,2016,3
0,0,0,0,0,758404.0,38741.0,416.0,3.36,0.0,0.0,67,47,-292,201.0,1,8,10,68,2016,3
0,0,0,0,0,702514.0,37558.0,384.0,2.24,0.0,0.0,77,44,-291,201.0,2,9,10,69,2016,3
0,0,0,0,0,296263.0,35541.0,367.0,4.92,0.0,0.0,79,63,-290,201.0,3,10,10,70,2016,3
0,0,0,0,0,723905.0,45093.0,316.0,6.04,0.06,0.0,68,48,-289,201.0,4,11,10,71,2016,3
0,0,0,0,0,351365.0,37000.0,318.0,5.14,0.0,0.0,59,40,-288,201.0,5,12,10,72,2016,3
0,0,0,0,0,406674.0,60372.0,442.0,3.58,0.0,0.0,62,50,-287,201.0,6,13,10,73,2016,3
0,0,0,0,0,406674.0,60372.0,442.0,14.09,0.29,0.0,51,40,-286,201.0,0,14,11,74,2016,3
0,0,0,0,0,258940.0,41700.0,407.0,5.37,0.0,0.0,57,44,-285,201.0,1,15,11,75,2016,3
0,0,0,0,0,464582.0,33163.0,391.0,3.58,0.02,0.0,65,48,-284,201.0,2,16,11,76,2016,3
0,0,0,0,0,613788.0,43317.0,358.0,4.92,0.0,0.0,63,45,-283,201.0,3,17,11,77,2016,3
0,0,0,0,0,1634653.0,34097.0,384.0,8.72,0.0,0.0,57,42,-282,201.0,4,18,11,78,2016,3
0,0,0,0,0,1250635.0,17921.0,360.0,5.14,0.0,0.0,46,36,-281,201.0,5,19,11,79,2016,3
0,0,0,0,0,320894.0,17621.0,376.0,9.62,0.07,0.0,43,32,-280,201.0,6,20,11,80,2016,3
0,0,0,0,0,321341.0,38882.0,448.0,8.05,0.06,0.5,50,32,-279,201.0,0,21,12,81,2016,3
0,0,0,0,0,314716.0,148614.0,366.0,6.93,0.0,0.0,56,35,-278,201.0,1,22,12,82,2016,3
0,0,0,0,0,411217.0,30222.0,361.0,6.04,0.0,0.0,71,48,-277,201.0,2,23,12,83,2016,3
0,0,0,0,0,378768.0,33913.0,350.0,9.17,0.0,0.0,55,44,-276,201.0,3,24,12,84,2016,3
0,0,0,0,0,549605.0,31525.0,292.0,3.8,0.04,0.0,72,44,-275,201.0,4,25,12,85,2016,3
0,0,0,0,0,454932.0,29647.0,313.0,6.49,0.0,0.0,55,38,-274,201.0,5,26,12,86,2016,3
0,0,0,0,0,344250.0,20024.0,349.0,5.59,0.0,0.0,55,43,-273,201.0,6,27,12,87,2016,3
0,0,0,0,0,288098.0,45454.0,442.0,10.07,0.38,0.0,62,42,-272,201.0,0,28,13,88,2016,3
0,0,0,0,0,391614.0,37850.0,406.0,11.63,0.0,0.0,53,40,-271,201.0,1,29,13,89,2016,3
0,0,0,0,0,325412.0,85267.0,446.0,5.37,0.0,0.0,56,37,-270,201.0,2,30,13,90,2016,3
0,0,0,0,0,444472.0,42103.0,423.0,6.71,0.0,0.0,73,49,-269,201.0,3,31,13,91,2016,3
0,0,0,0,0,521007.0,40837.0,367.0,6.71,0.02,0.0,79,61,-268,201.0,4,1,13,92,2016,4
0,0,0,0,0,202128.0,18600.0,393.0,4.92,0.16,0.0,61,49,-267,201.0,5,2,13,93,2016,4
0,0,0,0,0,189170.0,22262.0,488.0,12.75,0.09,0.0,50,34,-266,201.0,6,3,13,94,2016,4
0,0,0,0,0,507302.0,38735.0,478.0,7.16,0.47,0.0,45,29,-265,201.0,0,4,14,95,2016,4
0,0,0,0,0,733142.0,43848.0,459.0,8.28,0.0,0.0,43,26,-264,201.0,1,5,14,96,2016,4
0,0,0,0,0,338564.0,80145.0,440.0,6.04,0.0,0.0,48,30,-263,201.0,2,6,14,97,2016,4
0,0,0,0,0,276784.0,38023.0,465.0,6.93,0.09,0.0,58,48,-262,201.0,3,7,14,98,2016,4
0,0,0,0,0,663147.0,40373.0,404.0,7.16,0.01,0.0,50,40,-261,201.0,4,8,14,99,2016,4
0,0,0,0,0,345663.0,21011.0,391.0,6.49,0.11,0.0,43,36,-260,201.0,5,9,14,100,2016,4
0,0,0,0,0,71435.0,16613.0,443.0,4.92,0.0,0.0,50,31,-259,201.0,6,10,14,101,2016,4
0,0,0,0,0,329686.0,33041.0,476.0,6.93,0.01,0.0,65,43,-258,201.0,0,11,15,102,2016,4
0,0,0,0,0,530609.0,38178.0,461.0,5.82,0.2,0.0,59,45,-257,201.0,1,12,15,103,2016,4
0,0,0,0,0,482177.0,33306.0,446.0,4.47,0.0,0.0,58,40,-256,201.0,2,13,15,104,2016,4
0,0,0,0,0,613732.0,26685.0,509.0,6.49,0.0,0.0,62,43,-255,201.0,3,14,15,105,2016,4
0,0,0,0,0,598777.0,30502.0,430.0,3.8,0.0,0.0,65,42,-254,201.0,4,15,15,106,2016,4
0,0,0,0,0,347914.0,14725.0,345.0,4.92,0.0,0.0,68,43,-253,201.0,5,16,15,107,2016,4
0,0,0,0,0,514445.0,20926.0,404.0,2.91,0.0,0.0,75,44,-252,201.0,6,17,15,108,2016,4
0,0,0,0,0,422890.0,56476.0,488.0,3.8,0.0,0.0,82,51,-251,201.0,0,18,16,109,2016,4
0,0,0,0,0,412066.0,40910.0,521.0,7.61,0.0,0.0,73,55,-250,201.0,1,19,16,110,2016,4
0,0,0,0,0,427960.0,52471.0,412.0,6.04,0.0,0.0,69,49,-249,201.0,2,20,16,111,2016,4
0,0,0,0,0,219884.0,48116.0,434.0,5.59,0.0,0.0,73,49,-248,201.0,3,21,16,112,2016,4
0,0,0,0,0,494622.0,47129.0,383.0,4.25,0.0,0.0,79,62,-247,201.0,4,22,16,113,2016,4
0,0,0,0,0,335563.0,15493.0,343.0,7.16,0.16,0.0,71,54,-246,201.0,5,23,16,114,2016,4
0,0,0,0,0,248856.0,23151.0,434.0,5.82,0.0,0.0,68,47,-245,201.0,6,24,16,115,2016,4
0,0,0,0,0,379085.0,34506.0,449.0,4.03,0.0,0.0,69,50,-244,201.0,0,25,17,116,2016,4
0,0,0,0,0,667036.0,48138.0,698.0,7.16,0.24,0.0,60,47,-243,201.0,1,26,17,117,2016,4
0,0,0,0,0,572893.0,60229.0,567.0,4.25,0.0,0.0,62,46,-242,201.0,2,27,17,118,2016,4
0,0,0,0,0,454682.0,47297.0,480.0,4.7,0.0,0.0,59,48,-241,201.0,3,28,17,119,2016,4
0,0,0,0,0,469873.0,48422.0,429.0,5.82,0.05,0.0,58,45,-240,201.0,4,29,17,120,2016,4
0,0,0,0,0,538505.0,34921.0,409.0,5.82,0.0,0.0,65,46,-239,201.0,5,30,17,121,2016,4
0,0,0,0,0,286340.0,24202.0,3916.0,4.92,0.16,0.0,51,45,-238,201.0,6,1,17,122,2016,5
0,0,0,0,0,499425.0,37426.0,3304.0,2.24,0.04,0.0,60,45,-237,201.0,0,2,18,123,2016,5
0,0,0,0,0,764414.0,42099.0,8030.0,6.04,0.61,0.0,56,51,-236,201.0,1,3,18,124,2016,5
0,0,0,0,0,783007.0,49147.0,7112.0,8.72,0.01,0.0,52,48,-235,201.0,2,4,18,125,2016,5
0,0,0,0,0,837789.0,80747.0,3394.0,8.28,0.0,0.0,57,46,-234,201.0,3,5,18,126,2016,5
0,0,0,0,0,970576.0,55961.0,4118.0,7.83,0.54,0.0,54,48,-233,201.0,4,6,18,127,2016,5
0,0,0,0,0,636631.0,29933.0,6188.0,4.47,0.0,0.0,60,48,-232,201.0,5,7,18,128,2016,5
0,0,0,0,0,368359.0,40151.0,5262.0,4.7,0.16,0.0,66,49,-231,201.0,6,8,18,129,2016,5
0,0,0,0,0,587777.0,34840.0,9099.0,5.14,0.0,0.0,72,52,-230,201.0,0,9,19,130,2016,5
0,0,0,0,0,638521.0,136113.0,9947.0,4.92,0.0,0.0,63,50,-229,201.0,1,10,19,131,2016,5
0,0,0,0,0,612470.0,41345.0,4329.0,2.46,0.0,0.0,76,50,-228,201.0,2,11,19,132,2016,5
0,0,0,0,0,887684.0,58201.0,3273.0,3.36,0.0,0.0,80,56,-227,201.0,3,12,19,133,2016,5
0,0,0,0,0,827170.0,91664.0,3651.0,3.36,0.25,0.0,65,57,-226,201.0,4,13,19,134,2016,5
0,0,0,0,0,392543.0,35028.0,3660.0,3.36,0.0,0.0,73,56,-225,201.0,5,14,19,135,2016,5
0,0,0,0,0,454670.0,33637.0,5073.0,3.36,0.0,0.0,59,46,-224,201.0,6,15,19,136,2016,5
0,0,0,0,0,443640.0,35867.0,4287.0,3.36,0.0,0.0,66,43,-223,201.0,0,16,20,137,2016,5
0,0,0,0,0,356830.0,46126.0,4725.0,3.8,0.0,0.0,64,52,-222,201.0,1,17,20,138,2016,5
2,0,0,0,0,624020.0,51527.0,6017.0,3.8,0.0,0.0,68,52,-221,201.0,2,18,20,139,2016,5
0,0,0,0,0,704431.0,47944.0,5721.0,1.34,0.0,0.0,73,54,-220,201.0,3,19,20,140,2016,5
0,0,0,0,0,1246193.0,46487.0,11774.0,4.47,0.0,0.0,76,53,-219,201.0,4,20,20,141,2016,5
0,0,0,0,0,1409788.0,43003.0,16593.0,3.8,0.04,0.0,66,54,-218,201.0,5,21,20,142,2016,5
0,0,0,0,0,617116.0,26086.0,7199.0,3.58,0.09,0.0,70,52,-217,201.0,6,22,20,143,2016,5
0,0,0,0,0,392743.0,45609.0,6635.0,2.46,0.02,0.0,78,56,-216,201.0,0,23,21,144,2016,5
0,0,0,0,0,687564.0,45278.0,9219.0,2.01,0.18,0.0,73,58,-215,201.0,1,24,21,145,2016,5
0,0,0,0,0,754056.0,91620.0,8036.0,4.25,0.0,0.0,88,61,-214,201.0,2,25,21,146,2016,5
0,0,0,0,0,447180.0,49303.0,4616.0,3.58,0.0,0.0,90,69,-213,201.0,3,26,21,147,2016,5
0,0,0,0,0,412591.0,41716.0,6150.0,3.8,0.0,0.0,87,73,-212,201.0,4,27,21,148,2016,5
0,0,0,0,0,333329.0,20205.0,6288.0,4.47,0.0,0.0,92,71,-211,201.0,5,28,21,149,2016,5
0,0,0,0,0,437432.0,28854.0,6998.0,4.92,0.0,0.0,87,70,-210,201.0,6,29,21,150,2016,5
0,0,0,0,0,342797.0,46073.0,6694.0,3.13,1.65,0.0,82,68,-209,201.0,0,30,22,151,2016,5
0,0,0,0,0,485689.0,50919.0,10073.0,3.13,0.0,0.0,85,71,-208,201.0,1,31,22,152,2016,5
0,0,0,0,0,586816.0,38418.0,8998.0,6.04,0.0,0.0,83,66,-207,201.0,2,1,22,153,2016,6
0,0,0,0,0,571583.0,38792.0,7006.0,4.7,0.0,0.0,78,62,-206,201.0,3,2,22,154,2016,6
0,0,0,0,0,805178.0,43999.0,7657.0,1.34,0.04,0.0,70,63,-205,201.0,4,3,22,155,2016,6
0,0,0,0,0,601740.0,23336.0,6178.0,2.46,0.4,0.0,83,66,-204,201.0,5,4,22,156,2016,6
0,0,0,0,0,601655.0,26790.0,6909.0,3.36,0.91,0.0,71,65,-203,201.0,6,5,22,157,2016,6
0,0,0,0,0,462610.0,26826.0,5159.0,5.59,0.0,0.0,83,65,-202,201.0,0,6,23,158,2016,6
0,0,0,0,0,1097184.0,93035.0,6714.0,5.14,0.0,0.0,85,64,-201,201.0,1,7,23,159,2016,6
0,0,0,0,0,664261.0,133015.0,8834.0,7.61,0.45,0.0,67,52,-200,201.0,2,8,23,160,2016,6
0,0,0,0,0,662254.0,33736.0,6289.0,8.95,0.0,0.0,71,54,-199,201.0,3,9,23,161,2016,6
0,0,0,0,0,1058113.0,34112.0,6628.0,5.37,0.0,0.0,77,57,-198,201.0,4,10,23,162,2016,6
0,0,0,0,0,864337.0,22102.0,6079.0,3.36,0.0,0.0,88,59,-197,201.0,5,11,23,163,2016,6
0,0,0,0,0,558744.0,51066.0,5265.0,8.05,0.0,0.0,83,62,-196,201.0,6,12,23,164,2016,6
195,0,0,0,0,738122.0,44577.0,8255.0,7.38,0.0,0.0,74,57,-195,201.0,0,13,24,165,2016,6
192,0,0,0,0,722344.0,35495.0,7839.0,4.25,0.0,0.0,79,58,-194,201.0,1,14,24,166,2016,6
347,0,0,0,0,687910.0,72431.0,9362.0,2.46,0.0,0.0,85,62,-193,201.0,2,15,24,167,2016,6
266,0,0,0,0,698792.0,44049.0,7348.0,1.79,0.22,0.0,74,65,-192,201.0,3,16,24,168,2016,6
263,0,0,0,0,1046520.0,45847.0,12147.0,4.7,0.0,0.0,78,63,-191,201.0,4,17,24,169,2016,6
162,0,0,0,0,1061625.0,34980.0,10362.0,2.68,0.0,0.0,87,61,-190,201.0,5,18,24,170,2016,6
219,0,0,0,0,677879.0,30410.0,8015.0,2.91,0.0,0.0,88,66,-189,201.0,6,19,24,171,2016,6
294,1,1,0,0,1888186.0,64097.0,11280.0,3.13,0.0,0.0,84,64,-188,201.0,0,20,25,172,2016,6
310,0,0,0,0,2744964.0,51296.0,8301.0,4.92,0.0,0.0,87,72,-187,201.0,1,21,25,173,2016,6
242,0,0,0,0,1336108.0,30436.0,10562.0,4.03,0.0,0.0,86,68,-186,201.0,2,22,25,174,2016,6
360,0,0,0,0,1365724.0,95900.0,11491.0,2.01,0.0,0.0,83,69,-185,201.0,3,23,25,175,2016,6
243,0,0,0,0,714593.0,67008.0,7795.0,6.26,0.0,0.0,84,67,-184,201.0,4,24,25,176,2016,6
176,0,0,0,0,598404.0,27559.0,6298.0,3.58,0.0,0.0,86,64,-183,201.0,5,25,25,177,2016,6
240,0,0,0,0,796902.0,22141.0,11467.0,2.46,0.0,0.0,87,67,-182,201.0,6,26,25,178,2016,6
260,0,0,0,0,839937.0,55576.0,15045.0,4.92,0.45,0.0,83,67,-181,201.0,0,27,26,179,2016,6
300,0,0,0,0,842669.0,46855.0,10334.0,3.58,0.12,0.0,76,68,-180,201.0,1,28,26,180,2016,6
308,0,0,0,0,861607.0,55448.0,8734.0,2.24,0.01,0.0,83,67,-179,201.0,2,29,26,181,2016,6
313,0,0,0,0,608183.0,34501.0,7814.0,2.91,0.0,0.0,85,67,-178,201.0,3,30,26,182,2016,6
223,0,0,0,0,1307272.0,49317.0,9078.0,3.36,0.83,0.0,79,66,-177,201.0,4,1,26,183,2016,7
250,0,0,0,0,1451707.0,24994.0,7845.0,5.37,0.0,0.0,76,63,-176,201.0,5,2,26,184,2016,7
211,0,0,0,0,1136928.0,25115.0,6301.0,3.13,0.0,0.0,78,64,-175,201.0,6,3,26,185,2016,7
269,0,0,0,0,1133340.0,155212.0,9875.0,3.13,0.49,0.0,84,66,-174,201.0,0,4,27,186,2016,7
312,0,0,0,0,1035759.0,72901.0,9517.0,2.91,0.66,0.0,86,69,-173,201.0,1,5,27,187,2016,7
282,0,0,0,0,588970.0,56651.0,9242.0,2.46,0.0,0.0,91,75,-172,201.0,2,6,27,188,2016,7
326,0,0,0,0,649575.0,47710.0,8841.0,2.01,0.04,0.0,89,77,-171,201.0,3,7,27,189,2016,7
295,0,0,0,0,608493.0,55515.0,7039.0,5.37,0.08,0.0,86,67,-170,201.0,4,8,27,190,2016,7
257,0,0,0,0,684763.0,30060.0,6737.0,4.03,0.53,0.0,72,65,-169,201.0,5,9,27,191,2016,7
286,0,0,0,0,665363.0,41323.0,8756.0,4.25,0.0,0.0,80,66,-168,201.0,6,10,27,192,2016,7
409,0,0,0,0,658200.0,54495.0,11532.0,3.36,0.0,0.0,81,65,-167,201.0,0,11,28,193,2016,7
347,0,0,0,0,606127.0,89590.0,6933.0,4.25,0.0,0.0,82,68,-166,201.0,1,12,28,194,2016,7
357,0,0,0,0,2113170.0,43032.0,7742.0,4.7,0.0,0.0,85,71,-165,201.0,2,13,28,195,2016,7
347,0,0,0,0,2566866.0,53660.0,9394.0,2.91,0.62,0.0,88,73,-164,201.0,3,14,28,196,2016,7
301,0,0,0,0,1111837.0,60795.0,9800.0,4.47,0.0,0.0,88,79,-163,201.0,4,15,28,197,2016,7
214,0,0,0,0,1446258.0,28151.0,9627.0,4.25,0.0,0.0,90,75,-162,201.0,5,16,28,198,2016,7
262,0,0,0,0,1542664.0,23881.0,6743.0,2.68,0.0,0.0,89,75,-161,201.0,6,17,28,199,2016,7
354,0,0,0,0,1357244.0,37066.0,9341.0,5.82,0.35,0.0,93,72,-160,201.0,0,18,29,200,2016,7
370,0,0,0,0,1745165.0,41983.0,7788.0,4.92,0.0,0.0,83,73,-159,201.0,1,19,29,201,2016,7
376,0,0,0,0,1476790.0,94193.0,8425.0,3.13,0.0,0.0,85,68,-158,201.0,2,20,29,202,2016,7
282,0,0,0,0,791078.0,57262.0,8093.0,5.14,0.0,0.0,90,71,-157,201.0,3,21,29,203,2016,7
270,0,0,0,0,1067414.0,46634.0,11441.0,6.49,0.0,0.0,94,74,-156,201.0,4,22,29,204,2016,7
252,0,0,0,0,1095318.0,44177.0,12249.0,4.92,0.0,0.0,96,80,-155,201.0,5,23,29,205,2016,7
294,0,0,0,0,1043024.0,34281.0,10750.0,4.03,0.0,0.0,94,75,-154,201.0,6,24,29,206,2016,7
470,0,0,0,0,884853.0,64765.0,9794.0,3.36,1.0,0.0,93,73,-153,201.0,0,25,30,207,2016,7
473,0,0,0,0,753632.0,83383.0,8208.0,4.25,0.0,0.0,89,72,-152,201.0,1,26,30,208,2016,7
450,0,0,0,0,979923.0,61295.0,13447.0,2.01,0.0,0.0,91,74,-151,201.0,2,27,30,209,2016,7
430,0,0,0,0,897480.0,56322.0,11444.0,3.13,0.0,0.0,95,75,-150,201.0,3,28,30,210,2016,7
375,0,0,0,0,988989.0,48488.0,9942.0,4.25,1.09,0.0,85,69,-149,201.0,4,29,30,211,2016,7
273,0,0,0,0,978663.0,35554.0,9903.0,3.58,0.25,0.0,84,73,-148,201.0,5,30,30,212,2016,7
378,0,0,0,0,679063.0,23518.0,9675.0,4.25,1.08,0.0,78,71,-147,201.0,6,31,30,213,2016,7
496,0,0,0,0,515818.0,62633.0,7102.0,4.92,0.0,0.0,80,69,-146,201.0,0,1,31,214,2016,8
428,1,1,0,0,707574.0,65334.0,7653.0,6.93,0.0,0.0,79,68,-145,201.0,1,2,31,215,2016,8
353,0,0,0,0,567910.0,39287.0,6350.0,2.91,0.0,0.0,80,66,-144,201.0,2,3,31,216,2016,8
347,0,0,0,0,717798.0,41756.0,6381.0,2.01,0.0,0.0,81,67,-143,201.0,3,4,31,217,2016,8
354,0,0,0,0,850222.0,64265.0,8825.0,3.8,0.0,0.0,83,69,-142,201.0,4,5,31,218,2016,8
257,0,0,0,0,1019759.0,27710.0,8382.0,5.14,0.05,0.0,87,72,-141,201.0,5,6,31,219,2016,8
314,0,0,0,0,775335.0,31035.0,6170.0,4.03,0.0,0.0,86,70,-140,201.0,6,7,31,220,2016,8
400,0,0,0,0,805587.0,30346.0,4131.0,1.34,0.0,0.0,86,71,-139,201.0,0,8,32,221,2016,8
3243,0,0,0,0,738609.0,28288.0,5584.0,2.68,0.0,0.0,87,71,-138,201.0,1,9,32,222,2016,8
431,1,1,0,0,313651.0,27129.0,5235.0,4.03,0.09,0.0,86,75,-137,201.0,2,10,32,223,2016,8
508,0,0,0,0,282687.0,47292.0,5847.0,4.47,0.15,0.0,91,74,-136,201.0,3,11,32,224,2016,8
474,0,0,0,0,616480.0,41072.0,4075.0,5.14,0.32,0.0,93,73,-135,201.0,4,12,32,225,2016,8
281,0,0,0,0,431515.0,26051.0,2862.0,4.03,0.0,0.0,96,81,-134,201.0,5,13,32,226,2016,8
325,0,0,0,0,362415.0,22833.0,4387.0,3.8,0.06,0.0,94,78,-133,201.0,6,14,32,227,2016,8
418,0,0,0,0,376647.0,42090.0,4833.0,2.91,0.0,0.0,92,77,-132,201.0,0,15,33,228,2016,8
535,0,0,0,0,407917.0,40543.0,5196.0,4.03,0.11,0.0,87,78,-131,201.0,1,16,33,229,2016,8
567,1,1,0,0,595794.0,31028.0,5771.0,5.37,0.01,0.0,85,77,-130,201.0,2,17,33,230,2016,8
1085,0,0,0,0,461776.0,35362.0,10191.0,1.57,0.03,0.0,85,72,-129,201.0,3,18,33,231,2016,8
758,0,0,0,0,482711.0,84343.0,7011.0,2.24,0.01,0.0,88,74,-128,201.0,4,19,33,232,2016,8
413,0,0,0,0,360698.0,32479.0,5259.0,4.7,0.82,0.0,83,70,-127,201.0,5,20,33,233,2016,8
571,0,0,0,0,338056.0,32583.0,5241.0,4.25,0.31,0.0,86,73,-126,201.0,6,21,33,234,2016,8
966,0,0,0,0,568118.0,30758.0,5217.0,5.82,0.0,0.0,79,65,-125,201.0,0,22,34,235,2016,8
3504,0,0,1,0,1593391.0,40247.0,6713.0,1.79,0.0,0.0,82,61,-124,201.0,1,23,34,236,2016,8
1504,0,0,0,1,984671.0,27750.0,6353.0,1.79,0.0,0.0,88,68,-123,201.0,2,24,34,237,2016,8
973,0,0,0,0,433752.0,54590.0,5091.0,1.79,0.01,0.0,86,69,-122,201.0,3,25,34,238,2016,8
874,0,0,0,0,377110.0,38739.0,3772.0,1.79,0.0,0.0,90,75,-121,201.0,4,26,34,239,2016,8
806,0,0,0,0,329571.0,26992.0,4891.0,2.68,0.0,0.0,89,73,-120,201.0,5,27,34,240,2016,8
825,0,0,0,0,234944.0,30503.0,5566.0,2.46,0.0,0.0,89,72,-119,201.0,6,28,34,241,2016,8
977,0,0,0,0,420528.0,30107.0,4810.0,5.37,0.0,0.0,91,74,-118,201.0,0,29,35,242,2016,8
1045,0,0,0,0,317723.0,43912.0,4844.0,3.13,0.0,0.0,86,69,-117,201.0,1,30,35,243,2016,8
1300,0,0,0,0,491231.0,26456.0,14597.0,3.36,0.0,0.0,89,74,-116,201.0,2,31,35,244,2016,8
1412,1,0,0,0,440405.0,21412.0,10496.0,1.79,0.5,0.0,79,69,-115,201.0,3,1,35,245,2016,9
1290,0,0,0,0,388804.0,22048.0,6513.0,6.04,0.0,0.0,81,66,-114,201.0,4,2,35,246,2016,9
876,0,0,0,0,369264.0,22895.0,6696.0,6.71,0.0,0.0,75,66,-113,201.0,5,3,35,247,2016,9
890,0,0,0,0,240086.0,29335.0,6028.0,6.71,0.0,0.0,80,65,-112,201.0,6,4,35,248,2016,9
1225,0,0,0,0,290109.0,33314.0,6674.0,7.61,0.0,0.0,84,65,-111,201.0,0,5,36,249,2016,9
1335,0,0,0,0,332313.0,23082.0,8710.0,9.62,0.0,0.0,80,71,-110,201.0,1,6,36,250,2016,9
1415,0,0,0,0,394448.0,21629.0,10362.0,6.49,0.0,0.0,85,71,-109,201.0,2,7,36,251,2016,9
1615,0,0,0,0,274419.0,22962.0,6704.0,2.68,0.0,0.0,89,71,-108,201.0,3,8,36,252,2016,9
1129,0,0,0,0,213535.0,25879.0,5175.0,3.8,0.22,0.0,91,75,-107,201.0,4,9,36,253,2016,9
1107,0,0,0,0,277439.0,20702.0,6399.0,4.03,0.0,0.0,90,74,-106,201.0,5,10,36,254,2016,9
1193,0,0,0,0,272298.0,20882.0,6553.0,5.82,0.0,0.0,83,67,-105,201.0,6,11,36,255,2016,9
1326,0,0,0,0,232578.0,30106.0,5987.0,4.25,0.0,0.0,78,62,-104,201.0,0,12,37,256,2016,9
1252,0,0,0,0,312663.0,23005.0,7922.0,4.03,0.0,0.0,83,64,-103,201.0,1,13,37,257,2016,9
1731,0,0,0,0,253814.0,22902.0,13786.0,4.92,0.56,0.0,91,67,-102,201.0,2,14,37,258,2016,9
1443,0,0,0,0,411984.0,25250.0,7042.0,4.92,0.0,0.0,74,61,-101,201.0,3,15,37,259,2016,9
2330,0,0,0,0,985596.0,25139.0,8572.0,2.68,0.0,0.0,73,61,-100,201.0,4,16,37,260,2016,9
2352,0,0,0,0,555346.0,22820.0,7458.0,3.36,0.0,0.0,77,59,-99,201.0,5,17,37,261,2016,9
1532,0,0,0,0,328588.0,26873.0,6820.0,3.58,0.0,0.0,82,70,-98,201.0,6,18,37,262,2016,9
1590,0,0,0,0,377187.0,57592.0,7542.0,2.46,0.68,0.0,76,69,-97,201.0,0,19,38,263,2016,9
1550,0,0,0,0,288541.0,33397.0,7078.0,2.24,0.0,0.0,82,68,-96,201.0,1,20,38,264,2016,9
5848,0,0,0,0,320092.0,48978.0,7192.0,3.8,0.0,0.0,84,68,-95,201.0,2,21,38,265,2016,9
1292,0,0,0,0,233114.0,33195.0,6179.0,1.79,0.01,0.0,87,64,-93,201.0,4,23,38,267,2016,9
1100,0,0,0,0,291752.0,21822.0,7244.0,5.14,0.2,0.0,71,58,-92,201.0,5,24,38,268,2016,9
1460,1,0,0,0,293604.0,25091.0,6608.0,2.91,0.0,0.0,70,54,-91,201.0,6,25,38,269,2016,9
1805,1,0,0,0,620970.0,29531.0,7455.0,4.47,0.0,0.0,74,54,-90,201.0,0,26,39,270,2016,9
1774,1,0,0,0,472375.0,28941.0,11430.0,3.13,0.22,0.0,74,64,-89,201.0,1,27,39,271,2016,9
1898,1,0,0,0,644939.0,109076.0,12966.0,8.05,0.0,0.0,69,56,-88,201.0,2,28,39,272,2016,9
2016,1,0,0,0,696278.0,45110.0,15457.0,11.18,0.0,0.0,64,57,-87,201.0,3,29,39,273,2016,9
2123,1,0,0,0,786605.0,32622.0,10313.0,9.62,0.4,0.0,59,56,-86,201.0,4,30,39,274,2016,9
2020,1,0,0,0,565642.0,20059.0,10877.0,7.61,0.0,0.0,62,56,-85,201.0,5,1,39,275,2016,10
2202,1,0,0,0,484524.0,23572.0,11607.0,2.68,0.0,0.0,63,57,-84,201.0,6,2,39,276,2016,10
2699,1,0,0,0,1024977.0,20995.0,10302.0,2.24,0.0,0.0,72,60,-83,201.0,0,3,40,277,2016,10
2918,1,0,0,0,403039.0,18877.0,10306.0,7.61,0.0,0.0,69,60,-82,201.0,1,4,40,278,2016,10
3017,1,0,0,0,509950.0,24621.0,15318.0,4.7,0.0,0.0,67,53,-81,201.0,2,5,40,279,2016,10
2970,1,0,0,0,1051326.0,22494.0,9133.0,2.01,0.0,0.0,73,55,-80,201.0,3,6,40,280,2016,10
2589,1,0,0,0,1345883.0,19046.0,7837.0,2.46,0.0,0.0,75,57,-79,201.0,4,7,40,281,2016,10
2527,1,0,0,0,693188.0,19582.0,10014.0,2.01,0.23,0.0,68,58,-78,201.0,5,8,40,282,2016,10
2981,0,0,0,0,600488.0,16802.0,11587.0,7.38,0.55,0.0,65,51,-77,201.0,6,9,40,283,2016,10
3014,0,0,0,0,378593.0,37399.0,9633.0,4.7,0.0,0.0,64,47,-76,201.0,0,10,41,284,2016,10
3321,0,0,0,0,440980.0,19727.0,11660.0,3.58,0.0,0.0,63,46,-75,201.0,1,11,41,285,2016,10
4022,0,0,0,0,1114289.0,26630.0,20959.0,1.12,0.0,0.0,66,53,-74,201.0,2,12,41,286,2016,10
